Gene	Meta program	Annotation
KCNH8	5	Neuroendocrine
AVIL	5	Neuroendocrine
NRG3	5	Neuroendocrine
CNTN4	5	Neuroendocrine
MTSS1	5	Neuroendocrine
CHAT	5	Neuroendocrine
NFASC	5	Neuroendocrine
DPYSL5	5	Neuroendocrine
CTNNA2	5	Neuroendocrine
SPOCK1	5	Neuroendocrine
APBA2	5	Neuroendocrine
AUTS2	5	Neuroendocrine
NRXN1	5	Neuroendocrine
TUBA1A	5	Neuroendocrine
CLMN	5	Neuroendocrine
DPYSL3	5	Neuroendocrine
ST18	5	Neuroendocrine
KCTD1	5	Neuroendocrine
PLA2G4A	5	Neuroendocrine
MAP1B	5	Neuroendocrine
CELF2	5	Neuroendocrine
C1orf61	5	Neuroendocrine
STXBP5L	5	Neuroendocrine
DKK3	5	Neuroendocrine
MEGF11	5	Neuroendocrine
CTNND2	5	Neuroendocrine
JAZF1	5	Neuroendocrine
LIMD1	5	Neuroendocrine
INSYN2B	5	Neuroendocrine
SGO1-AS1	5	Neuroendocrine
ELAVL3	5	Neuroendocrine
NAV1	5	Neuroendocrine
BUB3	5	Neuroendocrine
FSD1L	5	Neuroendocrine
LRRN2	5	Neuroendocrine
CADM1	5	Neuroendocrine
NCMAP	5	Neuroendocrine
CDKAL1	5	Neuroendocrine
LY6H	5	Neuroendocrine
GRK5	5	Neuroendocrine
SDK1	5	Neuroendocrine
RASGRF2	5	Neuroendocrine
NCK2	5	Neuroendocrine
ANKS1B	5	Neuroendocrine
UTRN	5	Neuroendocrine
TAFA5	5	Neuroendocrine
RUNX2	5	Neuroendocrine
ITPR2	5	Neuroendocrine
GPR137B	5	Neuroendocrine
CEP170	5	Neuroendocrine
GPR158	5	Neuroendocrine
PCLO	5	Neuroendocrine
ZNF804A	5	Neuroendocrine
CRMP1	5	Neuroendocrine
AK4	5	Neuroendocrine
ALOX5AP	5	Neuroendocrine
ADAMTS18	5	Neuroendocrine
ERC2	5	Neuroendocrine
RICTOR	5	Neuroendocrine
SOBP	5	Neuroendocrine
RNF220	5	Neuroendocrine
MAN2A1	5	Neuroendocrine
PPM1E	5	Neuroendocrine
SH2D6	5	Neuroendocrine
RASSF6	5	Neuroendocrine
PAK3	5	Neuroendocrine
SH3RF3	5	Neuroendocrine
ATP2A3	5	Neuroendocrine
CLVS1	5	Neuroendocrine
SNTB1	5	Neuroendocrine
TLCD5	5	Neuroendocrine
KLF12	5	Neuroendocrine
C11orf53	5	Neuroendocrine
KIF5C	5	Neuroendocrine
FMN2	5	Neuroendocrine
DSCAML1	5	Neuroendocrine
DPP6	5	Neuroendocrine
COL2A1	5	Neuroendocrine
PEAK1	5	Neuroendocrine
TMEM178B	5	Neuroendocrine
PROX1	5	Neuroendocrine
SGCD	5	Neuroendocrine
SCN3A	5	Neuroendocrine
CDKN2B-AS1	5	Neuroendocrine
FYN	5	Neuroendocrine
GABRB2	5	Neuroendocrine
HEPACAM2	5	Neuroendocrine
SUPT3H	5	Neuroendocrine
GABRB3	5	Neuroendocrine
CHN1	5	Neuroendocrine
CNIH3	5	Neuroendocrine
CDH2	5	Neuroendocrine
CADPS	5	Neuroendocrine
DTL	5	Neuroendocrine
NEK6	5	Neuroendocrine
PCAT18	5	Neuroendocrine
PAX5	5	Neuroendocrine
KALRN	5	Neuroendocrine
CDK8	5	Neuroendocrine
FBXO32	5	Neuroendocrine
MGAM2	5	Neuroendocrine
MAST2	5	Neuroendocrine
RAPGEF4	5	Neuroendocrine
PLXNA2	5	Neuroendocrine
PREX1	5	Neuroendocrine
PTPRD	5	Neuroendocrine
STMN2	5	Neuroendocrine
STOX2	5	Neuroendocrine
GDAP1	5	Neuroendocrine
SOX4	5	Neuroendocrine
PTGS1	5	Neuroendocrine
PHF21B	5	Neuroendocrine
GRAMD1B	5	Neuroendocrine
DOCK3	5	Neuroendocrine
STARD9	5	Neuroendocrine
OGDHL	5	Neuroendocrine
CDH11	5	Neuroendocrine
PDZRN3	5	Neuroendocrine
KAT2B	5	Neuroendocrine
SPIB	5	Neuroendocrine
UNC5D	5	Neuroendocrine
ZNF608	5	Neuroendocrine
GRIA2	5	Neuroendocrine
ALK	5	Neuroendocrine
EZH2	5	Neuroendocrine
FANCC	5	Neuroendocrine
TRPM5	5	Neuroendocrine
SCN5A	5	Neuroendocrine
RFC3	5	Neuroendocrine
MMP16	5	Neuroendocrine
SYT14	5	Neuroendocrine
HECW2	5	Neuroendocrine
HELLS	5	Neuroendocrine
LMCD1	5	Neuroendocrine
HMGA2	5	Neuroendocrine
ANKRD36	5	Neuroendocrine
SCN8A	5	Neuroendocrine
MAP2	5	Neuroendocrine
PCP4	5	Neuroendocrine
DCLK2	5	Neuroendocrine
KAZN	5	Neuroendocrine
VWC2	5	Neuroendocrine
IL17RB	5	Neuroendocrine
FRMD5	5	Neuroendocrine
CDH4	5	Neuroendocrine
SETBP1	5	Neuroendocrine
PLEKHG4B	5	Neuroendocrine
KCNN3	5	Neuroendocrine
TTLL7	5	Neuroendocrine
BRIP1	5	Neuroendocrine
PIK3R6	5	Neuroendocrine
C4orf19	5	Neuroendocrine
PIP5K1B	5	Neuroendocrine
ZNF618	5	Neuroendocrine
CENPK	5	Neuroendocrine
AGBL4	5	Neuroendocrine
GALNT14	5	Neuroendocrine
MMS22L	5	Neuroendocrine
ATRNL1	5	Neuroendocrine
TMEM65	5	Neuroendocrine
GLP1R	5	Neuroendocrine
GRB10	5	Neuroendocrine
GNG4	5	Neuroendocrine
CLSPN	5	Neuroendocrine
EPHA4	5	Neuroendocrine
CNN3	5	Neuroendocrine
ZNF730	5	Neuroendocrine
UNC79	5	Neuroendocrine
SPATA13	5	Neuroendocrine
PTPRG	5	Neuroendocrine
POLA1	5	Neuroendocrine
ARHGEF38	5	Neuroendocrine
CDH6	5	Neuroendocrine
GALNT17	5	Neuroendocrine
SLCO3A1	5	Neuroendocrine
ACADSB	5	Neuroendocrine
SOX9	5	Neuroendocrine
L3MBTL4	5	Neuroendocrine
ADD2	5	Neuroendocrine
VAV1	5	Neuroendocrine
KATNAL1	5	Neuroendocrine
E2F3	5	Neuroendocrine
ERO1B	5	Neuroendocrine
HPYR1	5	Neuroendocrine
JAM3	5	Neuroendocrine
SATB2	5	Neuroendocrine
SOGA3	5	Neuroendocrine
NFATC1	5	Neuroendocrine
PIK3CG	5	Neuroendocrine
TMEFF1	5	Neuroendocrine
ASAP2	5	Neuroendocrine
KCNQ3	5	Neuroendocrine
TMEM131L	5	Neuroendocrine
LMNB1	5	Neuroendocrine
UBE2QL1	5	Neuroendocrine
UCHL1	5	Neuroendocrine
ALCAM	5	Neuroendocrine
NETO2	5	Neuroendocrine
COL22A1	5	Neuroendocrine
CMTM8	5	Neuroendocrine
GRIK2	5	Neuroendocrine
OPCML	5	Neuroendocrine
HACE1	5	Neuroendocrine
GNAO1	5	Neuroendocrine
CNTLN	5	Neuroendocrine
WDR76	5	Neuroendocrine
DNAJC6	5	Neuroendocrine
ASRGL1	5	Neuroendocrine
DCLK1	5	Neuroendocrine
GCNT1	5	Neuroendocrine
CACNA1D	5	Neuroendocrine
PELI2	5	Neuroendocrine
PDZD2	5	Neuroendocrine
SYCP2	5	Neuroendocrine
PRDM1	5	Neuroendocrine
TET1	5	Neuroendocrine
HMX3	5	Neuroendocrine
SOX5	5	Neuroendocrine
MYLK	5	Neuroendocrine
ELAVL2	5	Neuroendocrine
ZNF367	5	Neuroendocrine
NRG2	5	Neuroendocrine
SORBS2	5	Neuroendocrine
SPSB4	5	Neuroendocrine
LINGO1	5	Neuroendocrine
TUBB2B	5	Neuroendocrine
KSR2	5	Neuroendocrine
CACNA1C	5	Neuroendocrine
NDUFAF6	5	Neuroendocrine
GPR137C	5	Neuroendocrine
SOX9-AS1	5	Neuroendocrine
UGT8	5	Neuroendocrine
LEMD1	5	Neuroendocrine
SIM2	5	Neuroendocrine
SOX11	5	Neuroendocrine
UHRF1	5	Neuroendocrine
NOVA1	5	Neuroendocrine
MYRIP	5	Neuroendocrine
CTXND1	5	Neuroendocrine
DOCK4	5	Neuroendocrine
ANKRD36C	5	Neuroendocrine
FREM2	5	Neuroendocrine
DRD2	5	Neuroendocrine
RIMBP2	5	Neuroendocrine
WDHD1	5	Neuroendocrine
KIRREL3	5	Neuroendocrine
NEFH	5	Neuroendocrine
BICDL1	5	Neuroendocrine
SNAP25	5	Neuroendocrine
MELTF	5	Neuroendocrine
GJC1	5	Neuroendocrine
AGTR1	5	Neuroendocrine
ALKAL1	5	Neuroendocrine
MYO1B	5	Neuroendocrine
CDKN2A	5	Neuroendocrine
PHYHIPL	5	Neuroendocrine
FUT8	5	Neuroendocrine
ATP8A2	5	Neuroendocrine
RIPOR2	5	Neuroendocrine
PHACTR3	5	Neuroendocrine
SFMBT2	5	Neuroendocrine
FAM171A1	5	Neuroendocrine
ARHGAP44	5	Neuroendocrine
HUNK	5	Neuroendocrine
DENND2A	5	Neuroendocrine
ITGB8	5	Neuroendocrine
TRIM36	5	Neuroendocrine
OTUD7A	5	Neuroendocrine
MAPK4	5	Neuroendocrine
GALR1	5	Neuroendocrine
SDK2	5	Neuroendocrine
CLIC5	5	Neuroendocrine
ANK1	5	Neuroendocrine
NPTX2	5	Neuroendocrine
TENM2	5	Neuroendocrine
ETV5	5	Neuroendocrine
AP3B2	5	Neuroendocrine
PGBD5	5	Neuroendocrine
DENND5B	5	Neuroendocrine
WSCD1	5	Neuroendocrine
WASF1	5	Neuroendocrine
DPP10	5	Neuroendocrine
SYT11	5	Neuroendocrine
ST8SIA2	5	Neuroendocrine
HOXD10	5	Neuroendocrine
SNCA	5	Neuroendocrine
PRKAR2B	5	Neuroendocrine
SMARCA2	5	Neuroendocrine
FAM124A	5	Neuroendocrine
AK5	5	Neuroendocrine
EPB41L4B	5	Neuroendocrine
SLC16A1-AS1	5	Neuroendocrine
UNC80	5	Neuroendocrine
AQP4-AS1	5	Neuroendocrine
PRKCQ	5	Neuroendocrine
EFR3B	5	Neuroendocrine
SMPD3	5	Neuroendocrine
NUP210	5	Neuroendocrine
NREP	5	Neuroendocrine
SCD5	5	Neuroendocrine
SRRM4	5	Neuroendocrine
NMNAT2	5	Neuroendocrine
PLCXD3	5	Neuroendocrine
RETREG1	5	Neuroendocrine
ADAM22	5	Neuroendocrine
MED12L	5	Neuroendocrine
CFAP54	5	Neuroendocrine
CHRDL1	5	Neuroendocrine
MTUS2	5	Neuroendocrine
PCLAF	5	Neuroendocrine
MYO3A	5	Neuroendocrine
NTSR1	5	Neuroendocrine
RIMS1	5	Neuroendocrine
PXDN	5	Neuroendocrine
ZDHHC14	5	Neuroendocrine
SMC1B	5	Neuroendocrine
GBX1	5	Neuroendocrine
LRRIQ1	5	Neuroendocrine
LRFN2	5	Neuroendocrine
CGNL1	5	Neuroendocrine
GNAT3	5	Neuroendocrine
KHDRBS3	5	Neuroendocrine
COL9A3	5	Neuroendocrine
DPY19L2	5	Neuroendocrine
GLCE	5	Neuroendocrine
SHISA6	5	Neuroendocrine
RAB39A	5	Neuroendocrine
GLYATL2	5	Neuroendocrine
FAM111B	5	Neuroendocrine
KCNH1	5	Neuroendocrine
FAM49A	5	Neuroendocrine
MBOAT2	5	Neuroendocrine
MFHAS1	5	Neuroendocrine
EML5	5	Neuroendocrine
DMGDH	5	Neuroendocrine
KCNIP1	5	Neuroendocrine
PLCL2	5	Neuroendocrine
PTPRG-AS1	5	Neuroendocrine
UBA6-AS1	5	Neuroendocrine
PDZD8	5	Neuroendocrine
PCOLCE2	5	Neuroendocrine
AZGP1	5	Neuroendocrine
PEX5L	5	Neuroendocrine
NTF3	5	Neuroendocrine
CNKSR2	5	Neuroendocrine
CNTNAP3	5	Neuroendocrine
ANO2	5	Neuroendocrine
ST6GAL2	5	Neuroendocrine
TXNDC16	5	Neuroendocrine
DLG2	5	Neuroendocrine
MAN1A1	5	Neuroendocrine
KLHL14	5	Neuroendocrine
LRRN1	5	Neuroendocrine
SLIT1	5	Neuroendocrine
MBNL3	5	Neuroendocrine
FLT1	5	Neuroendocrine
C3orf67	5	Neuroendocrine
CHRM2	5	Neuroendocrine
B4GALT6	5	Neuroendocrine
IL19	5	Neuroendocrine
CNR1	5	Neuroendocrine
CDON	5	Neuroendocrine
RAB3C	5	Neuroendocrine
HFM1	5	Neuroendocrine
EPCAM-DT	5	Neuroendocrine
ATL1	5	Neuroendocrine
FLI1	5	Neuroendocrine
PROX1-AS1	5	Neuroendocrine
PXDNL	5	Neuroendocrine
DCDC1	5	Neuroendocrine
C3orf70	5	Neuroendocrine
PRTFDC1	5	Neuroendocrine
WDR17	5	Neuroendocrine
MYBPC2	5	Neuroendocrine
PLXNC1	5	Neuroendocrine
RFLNA	5	Neuroendocrine
MSR1	6	Metanephros
NUFIP2	6	Metanephros
TACC2	6	Metanephros
ITPR1	6	Metanephros
B4GALNT3	6	Metanephros
TEX41	6	Metanephros
DISC1FP1	6	Metanephros
SEMA5A	6	Metanephros
TLCD1	6	Metanephros
ZDHHC2	6	Metanephros
APOD	6	Metanephros
AGMO	6	Metanephros
PTPRQ	6	Metanephros
CST3	6	Metanephros
BBOX1-AS1	6	Metanephros
BANK1	6	Metanephros
PAPPA2	6	Metanephros
CASC9	6	Metanephros
NEK8	6	Metanephros
EFNA5	6	Metanephros
TTC28	6	Metanephros
GPC3	6	Metanephros
ADIPOR2	6	Metanephros
SYNE1	6	Metanephros
PTPRR	6	Metanephros
BTBD16	6	Metanephros
MCC	6	Metanephros
SATB1-AS1	6	Metanephros
PCDH17	6	Metanephros
IGFBP2	6	Metanephros
AC009081.1	6	Metanephros
PCAT1	6	Metanephros
POU6F2	6	Metanephros
APBB2	6	Metanephros
GCH1	6	Metanephros
CENPP	6	Metanephros
PSCA	6	Metanephros
NR3C2	6	Metanephros
APBB1IP	6	Metanephros
OAT	6	Metanephros
FA2H	6	Metanephros
CRH	6	Metanephros
IGSF1	6	Metanephros
VWA5B1	6	Metanephros
FGF12	6	Metanephros
HMGCS1	6	Metanephros
SPOCK3	6	Metanephros
CDH8	6	Metanephros
RGS6	6	Metanephros
NKAIN2	6	Metanephros
TPRG1	6	Metanephros
KCNK2	6	Metanephros
SEMA6A	6	Metanephros
SYT1	6	Metanephros
TESC	6	Metanephros
PURPL	6	Metanephros
TOX3	6	Metanephros
FGF13	6	Metanephros
NINL	6	Metanephros
POLG2	6	Metanephros
BHMT	6	Metanephros
UST	6	Metanephros
NR4A3	6	Metanephros
PCDH7	6	Metanephros
MAN1C1	6	Metanephros
CPNE8	6	Metanephros
ABHD3	6	Metanephros
LAMA2	6	Metanephros
GPNMB	6	Metanephros
RDX	6	Metanephros
ASTL	6	Metanephros
THBS2	6	Metanephros
PTPRB	6	Metanephros
MPPED2	6	Metanephros
TMEM163	6	Metanephros
FRAS1	6	Metanephros
HIST1H2BD	6	Metanephros
CRPPA	6	Metanephros
NELL2	6	Metanephros
THSD7A	6	Metanephros
MDK	6	Metanephros
PRX	6	Metanephros
LRRC23	6	Metanephros
SCIN	6	Metanephros
RNF128	6	Metanephros
SECISBP2	6	Metanephros
ITPKC	6	Metanephros
SLCO1A2	6	Metanephros
CNBD1	6	Metanephros
ZBTB10	6	Metanephros
NCALD	6	Metanephros
TBX20	6	Metanephros
NPSR1-AS1	6	Metanephros
EYA4	6	Metanephros
ZFAND2A	6	Metanephros
SQLE	6	Metanephros
HIST1H2BE	6	Metanephros
GSTM2	6	Metanephros
PNCK	6	Metanephros
PIK3R3	6	Metanephros
ZNF117	6	Metanephros
SMC5-AS1	6	Metanephros
SLC9A2	6	Metanephros
PACRG	6	Metanephros
SNX31	6	Metanephros
HIST1H2AC	6	Metanephros
SLIT2	6	Metanephros
TNIK	6	Metanephros
MATN2	6	Metanephros
HECW1	6	Metanephros
SLC16A1	6	Metanephros
SNAP91	6	Metanephros
ENPEP	6	Metanephros
TSPAN15	6	Metanephros
HS6ST2	6	Metanephros
ACSM6	6	Metanephros
LIX1-AS1	6	Metanephros
HYDIN	6	Metanephros
GLI3	6	Metanephros
EDA	6	Metanephros
PARD6G-AS1	6	Metanephros
STX17-AS1	6	Metanephros
PRKCB	6	Metanephros
ZNF676	6	Metanephros
ME1	6	Metanephros
CHODL	6	Metanephros
KCNQ1OT1	6	Metanephros
SLC26A2	6	Metanephros
ACOX1	6	Metanephros
XKR9	6	Metanephros
FSIP2-AS1	6	Metanephros
SLCO6A1	6	Metanephros
SPAG17	6	Metanephros
AFF2	6	Metanephros
PM20D1	6	Metanephros
PTN	6	Metanephros
PTCHD1-AS	6	Metanephros
SCUBE2	6	Metanephros
VTCN1	6	Metanephros
ANGPTL4	6	Metanephros
C1S	6	Metanephros
CSRP2	6	Metanephros
KBTBD12	6	Metanephros
IDI1	6	Metanephros
STS	6	Metanephros
DTNA	6	Metanephros
HIST1H4H	6	Metanephros
NQO1	6	Metanephros
ANTXR2	6	Metanephros
AZIN1-AS1	6	Metanephros
PTGR1	6	Metanephros
SLC13A3	6	Metanephros
INSIG1	6	Metanephros
CASC20	6	Metanephros
FHL1	6	Metanephros
SLC26A7	6	Metanephros
LGR4	6	Metanephros
STPG4	6	Metanephros
WNT9A	6	Metanephros
ITLN2	6	Metanephros
TEX14	6	Metanephros
SEMA3A	6	Metanephros
LIN7A	6	Metanephros
PID1	6	Metanephros
CACNB4	6	Metanephros
HSPA4L	6	Metanephros
CD83	6	Metanephros
SERPINF1	6	Metanephros
TESK2	6	Metanephros
PARP16	6	Metanephros
COL28A1	6	Metanephros
CABYR	6	Metanephros
TFCP2L1	6	Metanephros
ADAMTS19	6	Metanephros
PARM1	6	Metanephros
ELOVL5	6	Metanephros
MYRFL	6	Metanephros
RDH10	6	Metanephros
TPK1	6	Metanephros
TAF4B	6	Metanephros
CFAP47	6	Metanephros
SYNPR-AS1	6	Metanephros
PRAP1	6	Metanephros
SORCS2	6	Metanephros
PTCHD1	6	Metanephros
HTR2C	6	Metanephros
FAM241A	6	Metanephros
GMNC	6	Metanephros
UGDH	6	Metanephros
P3H2	6	Metanephros
HIST1H2BC	6	Metanephros
CPEB2	6	Metanephros
DEPTOR	6	Metanephros
EXPH5	6	Metanephros
KITLG	6	Metanephros
LMNTD1	6	Metanephros
GABRG2	6	Metanephros
NR2F2-AS1	6	Metanephros
MSMO1	6	Metanephros
OLFM2	6	Metanephros
HIST1H2BG	6	Metanephros
IL23A	6	Metanephros
RDH10-AS1	6	Metanephros
SOD3	6	Metanephros
FCGBP	6	Metanephros
NIM1K	6	Metanephros
PLPP3	6	Metanephros
SRPX	6	Metanephros
ZC3H12B	6	Metanephros
CCDC192	6	Metanephros
PDZRN4	6	Metanephros
CTH	6	Metanephros
CCBE1	6	Metanephros
GABBR2	6	Metanephros
HIST1H2BN	6	Metanephros
POT1-AS1	6	Metanephros
TAC1	6	Metanephros
FAM126A	6	Metanephros
ZC3H3	6	Metanephros
SH3KBP1	6	Metanephros
ST8SIA1	6	Metanephros
TMEM232	6	Metanephros
FAM171B	6	Metanephros
EMC1-AS1	6	Metanephros
TDO2	6	Metanephros
CHRNA7	6	Metanephros
CHIT1	6	Metanephros
IQSEC3	6	Metanephros
SLC7A14-AS1	6	Metanephros
CASR	6	Metanephros
GPLD1	6	Metanephros
TAC3	6	Metanephros
TOP1MT	6	Metanephros
PLAC1	6	Metanephros
ACAT1	6	Metanephros
SAR1B	6	Metanephros
RCAN3	6	Metanephros
NPHP3-AS1	6	Metanephros
GALC	6	Metanephros
ARMH1	6	Metanephros
SLC2A6	6	Metanephros
AC100805.1	6	Metanephros
RBM15-AS1	6	Metanephros
TM4SF4	6	Metanephros
PGM1	6	Metanephros
CCDC183	6	Metanephros
MROH8	6	Metanephros
PICART1	6	Metanephros
ZCWPW2	6	Metanephros
METTL5	6	Metanephros
PGLYRP2	6	Metanephros
UGT2B15	6	Metanephros
CENPF	7	Cycling/G2M
ASPM	7	Cycling/G2M
MKI67	7	Cycling/G2M
CIT	7	Cycling/G2M
TOP2A	7	Cycling/G2M
NUF2	7	Cycling/G2M
CENPE	7	Cycling/G2M
ANLN	7	Cycling/G2M
ARHGAP11B	7	Cycling/G2M
KNL1	7	Cycling/G2M
DIAPH3	7	Cycling/G2M
NUSAP1	7	Cycling/G2M
SMC4	7	Cycling/G2M
KIF11	7	Cycling/G2M
MYEF2	7	Cycling/G2M
DEPDC1B	7	Cycling/G2M
KIF4A	7	Cycling/G2M
RACGAP1	7	Cycling/G2M
NCAPG	7	Cycling/G2M
CEP128	7	Cycling/G2M
PRC1	7	Cycling/G2M
GTF3C5	7	Cycling/G2M
NCAPG2	7	Cycling/G2M
RGS3	7	Cycling/G2M
SPC25	7	Cycling/G2M
MELK	7	Cycling/G2M
BUB1B	7	Cycling/G2M
GTSE1	7	Cycling/G2M
TMPO	7	Cycling/G2M
KIF15	7	Cycling/G2M
RRM2	7	Cycling/G2M
TPX2	7	Cycling/G2M
APOLD1	7	Cycling/G2M
KIF14	7	Cycling/G2M
KIF20B	7	Cycling/G2M
CKAP5	7	Cycling/G2M
C21orf58	7	Cycling/G2M
HIST1H4C	7	Cycling/G2M
POLQ	7	Cycling/G2M
PRR11	7	Cycling/G2M
CCDC88A	7	Cycling/G2M
NDC80	7	Cycling/G2M
HMGB2	7	Cycling/G2M
MIS18BP1	7	Cycling/G2M
ATAD2	7	Cycling/G2M
SGO2	7	Cycling/G2M
KIF18B	7	Cycling/G2M
FANCI	7	Cycling/G2M
PARPBP	7	Cycling/G2M
ARHGAP11A	7	Cycling/G2M
IQGAP3	7	Cycling/G2M
CDK1	7	Cycling/G2M
ECT2	7	Cycling/G2M
MYBL1	7	Cycling/G2M
AURKB	7	Cycling/G2M
TNFSF8	7	Cycling/G2M
CCDC150	7	Cycling/G2M
RTKN2	7	Cycling/G2M
CDC25C	7	Cycling/G2M
DLGAP5	7	Cycling/G2M
ATAD5	7	Cycling/G2M
CENPI	7	Cycling/G2M
DNA2	7	Cycling/G2M
WDPCP	7	Cycling/G2M
BLM	7	Cycling/G2M
GANC	7	Cycling/G2M
CCNB1	7	Cycling/G2M
NCAPH	7	Cycling/G2M
NEURL1B	7	Cycling/G2M
SGO1	7	Cycling/G2M
CIP2A	7	Cycling/G2M
G2E3	7	Cycling/G2M
CDCA8	7	Cycling/G2M
ZNF519	7	Cycling/G2M
DEPDC1	7	Cycling/G2M
NMU	7	Cycling/G2M
BUB1	7	Cycling/G2M
PIF1	7	Cycling/G2M
KIF18A	7	Cycling/G2M
KIF24	7	Cycling/G2M
TRAF3IP2-AS1	7	Cycling/G2M
STIL	7	Cycling/G2M
TACC3	7	Cycling/G2M
RTTN	7	Cycling/G2M
NEK2	7	Cycling/G2M
KIF2C	7	Cycling/G2M
HELLPAR	7	Cycling/G2M
SLC4A8	7	Cycling/G2M
TTK	7	Cycling/G2M
CKAP2L	7	Cycling/G2M
CEP152	7	Cycling/G2M
HIST1H2BJ	7	Cycling/G2M
UBE2C	7	Cycling/G2M
GAS2L3	7	Cycling/G2M
EXO1	7	Cycling/G2M
VRK1	7	Cycling/G2M
GSTCD	7	Cycling/G2M
CKAP2	7	Cycling/G2M
HMMR	7	Cycling/G2M
SCG5	7	Cycling/G2M
USP13	7	Cycling/G2M
OLFM3	7	Cycling/G2M
KIF23	7	Cycling/G2M
TSHZ1	7	Cycling/G2M
CEP55	7	Cycling/G2M
CDCA2	7	Cycling/G2M
HIST1H3B	7	Cycling/G2M
BIRC5	7	Cycling/G2M
FAM83D	7	Cycling/G2M
RAD18	7	Cycling/G2M
PDCL2	7	Cycling/G2M
LIN9	7	Cycling/G2M
FANCD2	7	Cycling/G2M
NEIL3	7	Cycling/G2M
C1orf112	7	Cycling/G2M
SHCBP1	7	Cycling/G2M
NWD2	7	Cycling/G2M
ZBTB16	8	Interferon signaling
RNF213	8	Interferon signaling
B2M	8	Interferon signaling
LDLRAD4	8	Interferon signaling
EGLN3	8	Interferon signaling
IFI27	8	Interferon signaling
MAGI2	8	Interferon signaling
SPINK1	8	Interferon signaling
SST	8	Interferon signaling
ACOXL	8	Interferon signaling
CYP1A1	8	Interferon signaling
CP	8	Interferon signaling
DPYD	8	Interferon signaling
CNTN3	8	Interferon signaling
IFI6	8	Interferon signaling
BCAS1	8	Interferon signaling
SYT8	8	Interferon signaling
TNNT3	8	Interferon signaling
TSHZ2	8	Interferon signaling
IFI44L	8	Interferon signaling
HS6ST3	8	Interferon signaling
NRXN3	8	Interferon signaling
APOL1	8	Interferon signaling
RHEX	8	Interferon signaling
PAX8	8	Interferon signaling
BRINP1	8	Interferon signaling
C3	8	Interferon signaling
CD74	8	Interferon signaling
AQP3	8	Interferon signaling
SLPI	8	Interferon signaling
MX2	8	Interferon signaling
PDE10A	8	Interferon signaling
NAALADL2	8	Interferon signaling
LIPC	8	Interferon signaling
ADAMTS9-AS2	8	Interferon signaling
SPAG16	8	Interferon signaling
CAPN8	8	Interferon signaling
AGR2	8	Interferon signaling
GPR157	8	Interferon signaling
EPSTI1	8	Interferon signaling
PIEZO2	8	Interferon signaling
ZNF331	8	Interferon signaling
STARD13	8	Interferon signaling
TNFSF10	8	Interferon signaling
WFDC2	8	Interferon signaling
LCN2	8	Interferon signaling
ADGRF1	8	Interferon signaling
ZNF208	8	Interferon signaling
DLC1	8	Interferon signaling
ZBTB7C	8	Interferon signaling
EPAS1	8	Interferon signaling
LSAMP	8	Interferon signaling
RAB31	8	Interferon signaling
KLHDC7B	8	Interferon signaling
WARS	8	Interferon signaling
NAV3	8	Interferon signaling
CLU	8	Interferon signaling
ROR1	8	Interferon signaling
PAX8-AS1	8	Interferon signaling
LMO3	8	Interferon signaling
MYBPC1	8	Interferon signaling
THRB	8	Interferon signaling
FGD5	8	Interferon signaling
BIRC3	8	Interferon signaling
PRMT9	8	Interferon signaling
GPR78	8	Interferon signaling
NOS2	8	Interferon signaling
CRISP3	8	Interferon signaling
DUOX2	8	Interferon signaling
RMST	8	Interferon signaling
ATF7IP2	8	Interferon signaling
PIGR	8	Interferon signaling
PLAT	8	Interferon signaling
GBP4	8	Interferon signaling
DDX60	8	Interferon signaling
HTR7	8	Interferon signaling
RAI2	8	Interferon signaling
UGT2B7	8	Interferon signaling
HLA-DRB5	8	Interferon signaling
GLIS3	8	Interferon signaling
NTN4	8	Interferon signaling
GALNT13	8	Interferon signaling
TMTC1	8	Interferon signaling
H19	8	Interferon signaling
CCDC198	8	Interferon signaling
ZC3HAV1	8	Interferon signaling
DUOXA2	8	Interferon signaling
DNAH5	8	Interferon signaling
AR	8	Interferon signaling
GLDC	8	Interferon signaling
JDP2	8	Interferon signaling
LONRF3	8	Interferon signaling
APOL4	8	Interferon signaling
WWTR1	8	Interferon signaling
TACC1	8	Interferon signaling
CFB	8	Interferon signaling
ICAM1	8	Interferon signaling
CEP112	8	Interferon signaling
CCL15	8	Interferon signaling
PALLD	8	Interferon signaling
CMYA5	8	Interferon signaling
ESRRG	8	Interferon signaling
ZC3H12C	8	Interferon signaling
ACSS3	8	Interferon signaling
AIM2	8	Interferon signaling
TNFRSF10D	8	Interferon signaling
PLEKHH2	8	Interferon signaling
SLC7A2	8	Interferon signaling
SYTL5	8	Interferon signaling
ADAMTS1	8	Interferon signaling
RASGRP3	8	Interferon signaling
LAMA3	8	Interferon signaling
SAMD9	8	Interferon signaling
GPRIN3	8	Interferon signaling
SLC9A9	8	Interferon signaling
IDO1	8	Interferon signaling
PDGFD	8	Interferon signaling
RNF152	8	Interferon signaling
MB21D2	8	Interferon signaling
PRKN	8	Interferon signaling
ADD3	8	Interferon signaling
CREB3L1	8	Interferon signaling
TRPC6	8	Interferon signaling
IFIT3	8	Interferon signaling
CA3	8	Interferon signaling
SAMD12-AS1	8	Interferon signaling
SMIM31	8	Interferon signaling
ZNF503-AS1	8	Interferon signaling
