	0
1675	GPBP1L1
1676	SEMA3D
1677	NXPH3
1678	TARBP2
1679	KLHL15
1680	SNX9
1681	DNAJC22
1682	VWA5B2
1683	ZNF155
1684	LYVE1
1685	CNOT2
1686	MTG1
1687	CYTH1
1688	MINDY3
1689	TUFM
1690	ZMYND8
1691	NAV2
1692	IFT57
1693	KLRG2
1694	CYTH3
1695	SMIM14
1696	LEFTY1
1697	FAM135A
1698	RASAL3
1699	CCSAP
1700	CHST4
1701	GAPT
1702	AP1S2
1703	RUVBL1
1704	CRK
1705	DUSP6
1706	VSTM5
1707	RCC1L
1708	DLG2
1709	OVCH1
1710	SPARCL1
1711	ATP4A
1712	MALSU1
1713	SPDYE6
1714	HOXD3
1715	MCL1
1716	BEND5
1717	CCNA1
1718	DDC
1719	IL6
1720	ROPN1L
1721	NINJ2
1722	AP5Z1
1723	ZFP3
1724	FIS1
1725	USP46
1726	CIAO1
1727	FAM200B
1728	DHX40
1729	TMEM9B
1730	AMPD1
1731	TREML1
1732	FNDC11
1733	TBC1D5
1734	IL2RB
1735	SULT1C2
1736	DCLK3
1737	ACOT4
1738	KCNH7
1739	GRIP1
1740	FUOM
1741	MAP3K5
1742	GABPA
1743	MOCS3
1744	IFI27L1
1745	CALCRL
1746	NUTM2D
1747	GCNT7
1748	PUSL1
1749	SLC25A20
1750	TMEM165
1751	LCN8
1752	PACC1
1753	RNASEH2C
1754	GRPEL2
1755	CPNE7
1756	LBP
1757	PREX1
1758	CT45A1
1759	CPTP
1760	ERCC8
1761	GAPDHS
1762	EXOSC6
1763	PCDH20
1764	PIGH
1765	GORASP1
1766	HNRNPA1P48
1767	TBXA2R
1768	PXK
1769	AK5
1770	SHISA5
1771	PODNL1
1772	PSMA7
1773	USP14
1774	XPNPEP1
1775	HLA-G
1776	AMBN
1777	ZNF527
1778	TECTB
1779	WRNIP1
1780	MUC4
1781	PIN4
1782	BFAR
1783	CWC25
1784	ATXN7
1785	SCIN
1786	ARHGEF16
1787	TDP2
1788	FPGT
1789	SMCHD1
1790	GTPBP1
1791	ANKRA2
1792	AHNAK
1793	TMCO6
1794	FAM53C
1795	LYZL4
1796	IQCF6
1797	GPN3
1798	COMMD8
1799	TMIGD2
1800	TAS2R50
1801	TACC2
1802	SEPTIN1
1803	BMP7
1804	HPN
1805	FAM166C
1806	NUTM2E
1807	ATXN2L
1808	TRH
1809	LTBP3
1810	TOB2
1811	CLECL1
1812	CATSPER1
1813	CNPY1
1814	DPYSL2
1815	GRINA
1816	LRRFIP1
1817	VAMP4
1818	CFAP410
1819	SPRED1
1820	CHRM3
1821	ATG3
1822	CFHR1
1823	RNF225
1824	PCDHA10
1825	ZNF212
1826	KCNJ5
1827	TENM4
1828	SLC30A10
1829	MAPT
1830	RSL24D1
1831	DOK5
1832	DNAJB7
1833	SLC37A2
1834	SS18L1
1835	ZNF709
1836	SMIM24
1837	MPP3
1838	LYSMD2
1839	TECR
1840	C9orf72
1841	NID1
1842	SSX4
1843	PCDHB14
1844	STXBP6
1845	WDR64
1846	FNDC1
1847	CBLN2
1848	SLC51B
1849	SPATA22
1850	CNIH4
1851	GDPD1
1852	SERPINE3
1853	SLC39A8
1854	MYO1F
1855	ADAM33
1856	HLA-DMA
1857	MMP21
1858	SVOP
1859	GLUD1
1860	ABHD17B
1861	BUD31
1862	IFRD2
1863	ATP13A3
1864	SERPINB6
1865	DYNLRB1
1866	JADE1
1867	SLC7A5
1868	TBC1D3C
1869	MPZL2
1870	CAPN13
1871	LAMTOR2
1872	FNDC10
1873	TCF19
1874	TEDDM1
1875	ORM2
1876	ATP2B3
1877	KIF19
1878	CCDC138
1879	CCND3
1880	EIF2B5
1881	CRTAM
1882	SESN3
1883	PARVA
1884	MELTF
1885	MS4A14
1886	RNASE1
1887	AKAP6
1888	MAU2
1889	SIDT2
1890	POTEM
1891	R3HDM2
1892	SS18L2
1893	PUS7
1894	RNGTT
1895	FCHSD1
1896	DNPH1
1897	CRYGD
1898	C16orf91
1899	LITAFD
1900	DENND1C
1901	PALMD
1902	PLAGL2
1903	CCAR2
1904	ABHD3
1905	SCNN1D
1906	TNFRSF25
1907	LYG1
1908	JAG2
1909	SNX16
1910	ADGRL2
1911	MEPE
1912	DMRTC1B
1913	FGD4
1914	OLFM2
1915	ANO2
1916	BOD1
1917	MMRN1
1918	ARL13A
1919	NOXRED1
1920	COA8
1921	TOM1
1922	STMN3
1923	ADGRL4
1924	RELCH
1925	TLX2
1926	ZNF599
1927	USP51
1928	PCED1A
1929	GOLGA6L2
1930	GAA
1931	PILRB
1932	OGDH
1933	RBM26
1934	ADI1
1935	PLP1
1936	SPOCK3
1937	STXBP1
1938	CPO
1939	OBSL1
1940	PPP1R15B
1941	TSR2
1942	C8orf89
1943	ARHGEF39
1944	KIF4A
1945	ATG14
1946	SYTL5
1947	DKC1
1948	NR1H3
1949	FHL3
1950	IFI44L
1951	CS
1952	PCDH18
1953	HBA1
1954	PPP1R10
1955	UHMK1
1956	SLC36A4
1957	TRIO
1958	RABEP2
1959	SSU72
1960	FAM160A2
1961	ZNF483
1962	ENPP3
1963	PIK3R3
1964	CBWD2
1965	ALKBH4
1966	GNA13
1967	ENHO
1968	SRSF9
1969	WDFY4
1970	SHOC1
1971	IFT140
1972	GSN
1973	PRSS2
1974	APOO
1975	ITGB7
1976	GOLT1B
1977	CDC20
1978	CDK18
1979	LRRC71
1980	WSCD2
1981	TBX15
1982	TM4SF19
1983	WNT3
1984	MTSS2
1985	PGM2L1
1986	GPR88
1987	FXYD4
1988	IL10RA
1989	NDUFV3
1990	SLC35B2
1991	ZNF787
1992	PITX2
1993	FKBP6
1994	AK9
1995	CEP164
1996	DCAF4L2
1997	C17orf58
1998	AKR1C4
1999	DDX28
2000	MLST8
2001	BRAF
2002	SH2D7
2003	TRIM65
2004	KBTBD11
2005	FBXL7
2006	PKD2L2
2007	MSANTD3
2008	TM2D1
2009	TMEM232
2010	POLR2K
2011	TNIK
2012	CNIH1
2013	ZNF248
2014	CAPRIN2
2015	CCT4
2016	DUSP7
2017	PSG5
2018	TSPY8
2019	RAB9B
2020	C5
2021	COL4A5
2022	ZNF214
2023	RAB40C
2024	ZNF10
2025	SLC23A3
2026	ZNF707
2027	CD300LG
2028	CRB1
2029	INPP5B
2030	TRIM77
2031	ZNF319
2032	VPS4B
2033	NUP42
2034	CLDND1
2035	ATMIN
2036	CTRB2
2037	FRMD8
2038	ADCYAP1R1
2039	NCF2
2040	ZNF425
2041	SCN3B
2042	GRAP2
2043	EIF4E3
2044	DIAPH2
2045	ATF7
2046	FCRL4
2047	GPR19
2048	FGL2
2049	ULK3
2050	ATXN7L1
2051	CHMP4A
2052	FIBIN
2053	ARL5A
2054	KRT39
2055	NIFK
2056	PHKG1
2057	PPP3R2
2058	ELAVL1
2059	ASB15
2060	NLGN2
2061	LSMEM2
2062	CD177
2063	PM20D2
2064	RSPH1
2065	TXNDC8
2066	SLC18A3
2067	TNP2
2068	GPR61
2069	UNG
2070	ZNF660
2071	NF1
2072	ACKR4
2073	SEM1
2074	ATP5PO
2075	SLC35C1
2076	PSMB11
2077	LSAMP
2078	SFXN4
2079	OXCT1
2080	PRAMEF19
2081	SELL
2082	BET1
2083	TAS1R3
2084	KRTCAP3
2085	LRIG1
2086	CLIC3
2087	TMC7
2088	SLPI
2089	CD248
2090	SEZ6
2091	LRFN2
2092	LMTK3
2093	MANEAL
2094	GLI2
2095	WASHC4
2096	IDH3A
2097	BPNT1
2098	NRAS
2099	ZNF749
2100	ALDH5A1
2101	SMIM10L2A
2102	LRRC7
2103	FOXB1
2104	RCBTB1
2105	TSN
2106	HABP2
2107	ZNF165
2108	RNF186
2109	IL2RA
2110	DEK
2111	ICAM2
2112	SNTG2
2113	ZRANB2
2114	CAPN10
2115	EHD4
2116	FAM118B
2117	RIMS1
2118	STK26
2119	RSPH10B2
2120	TIMM23B
2121	MED1
2122	USP26
2123	CWC27
2124	FOLR3
2125	FPR1
2126	ACBD5
2127	CCDC85A
2128	GOLGA8K
2129	TMEM156
2130	OR10A2
2131	GSR
2132	SLC18A1
2133	NOD1
2134	CSTF1
2135	ITGB1BP2
2136	FAT4
2137	RAMACL
2138	CRIP3
2139	SLFN14
2140	ZNF837
2141	LIN52
2142	OR4K13
2143	OR52A1
2144	CDCA7
2145	CBLB
2146	C16orf54
2147	RHBDF1
2148	SCRIB
2149	YAE1
2150	TMEM71
2151	AP1S1
2152	LPO
2153	NKX6-2
2154	MYOD1
2155	PNLIP
2156	PRKAA1
2157	GPNMB
2158	FAM76A
2159	GPS1
2160	YWHAB
2161	UBE2F
2162	PDIA5
2163	LZTS1
2164	NDST3
2165	PABPC3
2166	SCML2
2167	PLCB4
2168	STARD3
2169	DCLRE1A
2170	HES4
2171	CLEC3A
2172	CYP2D6
2173	FAM183A
2174	FOXL1
2175	WBP1
2176	PRR5
2177	CCDC71L
2178	IFNA1
2179	LGSN
2180	RNLS
2181	SLC39A13
2182	RAD23A
2183	SAMD12
2184	EFCAB12
2185	TMEM14A
2186	ADCY10
2187	SLC25A27
2188	ZC3H7B
2189	HSPE1
2190	GABRA1
2191	TRIP10
2192	SIN3A
2193	TRIM22
2194	SLC2A7
2195	CD8B
2196	STK35
2197	FRMD4A
2198	GDF7
2199	HIKESHI
2200	TIMM10B
2201	EYA3
2202	ZDHHC21
2203	C6
2204	KCNT1
2205	ADAM15
2206	LUC7L
2207	KDM3B
2208	POLR3GL
2209	ASB12
2210	SEMA4C
2211	SMARCC2
2212	TXNRD2
2213	C4orf3
2214	UBFD1
2215	MMP15
2216	BZW1
2217	LSM2
2218	SLC10A6
2219	ZBTB1
2220	BCAS4
2221	INCA1
2222	SLC35G5
2223	CYS1
2224	SAMD7
2225	NT5C3A
2226	OR6N1
2227	DIMT1
2228	ZNF436
2229	NLGN1
2230	TTC4
2231	TARM1
2232	AOC2
2233	NRG2
2234	ZBTB8OS
2235	TMBIM4
2236	UBL3
2237	ASPG
2238	BCL2L14
2239	CEP55
2240	CGB2
2241	COL27A1
2242	NEK4
2243	TBC1D3G
2244	GRIK5
2245	SPAG5
2246	PSG11
2247	THOP1
2248	DOCK1
2249	SLC7A3
2250	NECTIN2
2251	FAM72A
2252	NAPSA
2253	MYCBP2
2254	GYS2
2255	POLR2B
2256	STAG2
2257	GTF2H4
2258	RAD51
2259	CCSER2
2260	EFS
2261	OASL
2262	FOXK2
2263	NLRP4
2264	CLRN1
2265	ENOX1
2266	FBXL5
2267	OTOF
2268	UPF1
2269	VPS37D
2270	PDXK
2271	SLAMF1
2272	VASP
2273	OR5V1
2274	ATP6V1FNB
2275	CYP4X1
2276	MMD2
2277	MEIKIN
2278	OR4F15
2279	ZRANB3
2280	LENG8
2281	MAIP1
2282	NFS1
2283	ANK3
2284	CD180
2285	GEMIN6
2286	OR2AP1
2287	PRSS27
2288	RBFA
2289	TMEM222
2290	ZNF808
2291	CEP295
2292	GINM1
2293	NEXMIF
2294	SLC35G2
2295	HOMER3
2296	PON1
2297	SELENON
2298	SUGT1
2299	ZNF441
2300	WASHC1
2301	IMPG2
2302	ANKRD36
2303	CTAGE4
2304	ROR2
2305	NXPE1
2306	GGT2
2307	HNF4A
2308	KCNN4
2309	PTPN4
2310	ZNF580
2311	SP5
2312	FIGNL1
2313	IDNK
2314	KAT2B
2315	GON4L
2316	PDCL2
2317	IL1RAP
2318	ZFP64
2319	CCDC47
2320	SLC39A3
2321	CD302
2322	BAD
2323	SREBF2
2324	QDPR
2325	ARMC3
2326	LYN
2327	TBC1D28
2328	INTS11
2329	VSNL1
2330	CRCT1
2331	CLN5
2332	ITSN2
2333	C21orf58
2334	CCDC85B
2335	QRSL1
2336	SPATS1
2337	SHLD3
2338	CT83
2339	VTCN1
2340	APOL6
2341	FAM72C
2342	NCKAP5L
2343	CCDC187
2344	YPEL2
2345	GULP1
2346	CD63
2347	GALNT5
2348	TLK2
2349	C4orf46
2350	ITPRIPL1
2351	ST8SIA5
2352	SEMA3A
2353	CEBPB
2354	COQ7
2355	GRB2
2356	COL6A2
2357	PCIF1
2358	GHSR
2359	OLFML1
2360	NUP107
2361	OR6P1
2362	C2orf92
2363	CKMT2
2364	SYT3
2365	FBXO32
2366	CDHR2
2367	LDHA
2368	OR6J1
2369	ITCH
2370	PUDP
2371	RGN
2372	ZNF613
2373	DESI2
2374	PDSS1
2375	LRRC3C
2376	LRRC9
2377	SNTA1
2378	MTMR1
2379	ZNF225
2380	USP12
2381	SMC6
2382	DPH7
2383	NDE1
2384	FAM86B1
2385	EXO5
2386	FARSB
2387	EVX2
2388	C19orf12
2389	MUCL1
2390	ARID4A
2391	BTG2
2392	BEND4
2393	TESC
2394	TCN2
2395	ADARB1
2396	FRMD6
2397	HES5
2398	RBFOX3
2399	RNF175
2400	RUBCN
2401	PI3
2402	RAI2
2403	TMEM252
2404	PLOD3
2405	THSD4
2406	LRRIQ3
2407	BST1
2408	TM4SF5
2409	ISCU
2410	PTH
2411	HRH1
2412	ANKRD1
2413	PDCD6
2414	SLCO1B3
2415	MYO5B
2416	TSPYL2
2417	GGTLC3
2418	DHDH
2419	NEK1
2420	GNG4
2421	PIM2
2422	SLC16A4
2423	CARD10
2424	CYP4F22
2425	UBXN11
2426	PARG
2427	GNB1L
2428	CNTNAP2
2429	KRTAP10-1
2430	AADACL3
2431	PMPCA
2432	TMEM102
2433	VPS36
2434	CDC42
2435	SART1
2436	ESRRB
2437	CCDC157
2438	ZNF219
2439	PGBD5
2440	CPT1A
2441	VN1R1
2442	ADAM20
2443	GPR151
2444	SPAG6
2445	EEF1AKMT1
2446	GGT6
2447	SCARA5
2448	ST3GAL6
2449	ACADVL
2450	MED21
2451	OOSP3
2452	RAB11B
2453	SLC29A3
2454	EIF4A2
2455	NABP1
2456	FAM122A
2457	CPB2
2458	LTBR
2459	C8orf74
2460	EXOC3
2461	NDRG2
2462	PPARGC1B
2463	DERA
2464	LRRC10
2465	CLEC4E
2466	SLC5A6
2467	PALD1
2468	PCBP2
2469	NANP
2470	CCDC179
2471	SEMA3C
2472	GIP
2473	SHC2
2474	ADAMTS4
2475	SEZ6L
2476	CACNA1B
2477	HMCN1
2478	HMOX2
2479	MYL6B
2480	C4orf19
2481	NIPAL1
2482	OR56A5
2483	TECTA
2484	BPIFC
2485	ANGPTL4
2486	BSN
2487	CBARP
2488	COPG1
2489	DNM2
2490	B4GALT7
2491	FRAS1
2492	METTL9
2493	NEMP2
2494	PGPEP1
2495	BMP5
2496	PNRC1
2497	POLR2H
2498	PPIL6
2499	FOXD4L1
2500	RSPH4A
2501	UBC
2502	ARMH3
2503	GPX8
2504	NEUROD6
2505	VRK2
2506	CDH6
2507	BARX2
2508	PTER
2509	RRAGC
2510	CGA
2511	SLC38A9
2512	CCDC38
2513	CRYAB
2514	DISC1
2515	F9
2516	ZNF671
2517	RECQL
2518	BRMS1
2519	DGKK
2520	PADI3
2521	ACTR10
2522	CAPN7
2523	ADD2
2524	GPD2
2525	NCR3LG1
2526	MLX
2527	NPAS3
2528	PAQR8
2529	A4GNT
2530	UMOD
2531	GANAB
2532	HGD
2533	P4HB
2534	RBPJ
2535	CCDC93
2536	NRXN1
2537	AIFM1
2538	ALDH1L2
2539	ACTB
2540	DPEP2NB
2541	MOB3C
2542	TRIM43
2543	DMTF1
2544	MXD4
2545	TGFBRAP1
2546	C11orf54
2547	TUBA1C
2548	ZNF555
2549	PLK1
2550	ZNF799
2551	OR1L3
2552	GRIA4
2553	TUBGCP6
2554	DHTKD1
2555	FUS
2556	FGF12
2557	ARHGEF2
2558	CAPS
2559	LY6H
2560	SCMH1
2561	CSNK2B
2562	KIF23
2563	DENND2C
2564	NOX4
2565	PDYN
2566	SLC2A4
2567	GET1
2568	LCE1A
2569	SLC35A1
2570	ZSCAN30
2571	EIF4G3
2572	ARSK
2573	TENT5A
2574	C3orf56
2575	CA8
2576	ADGRG7
2577	CBR3
2578	CPZ
2579	TRIM4
2580	VAV3
2581	ZNF598
2582	BAG4
2583	C11orf86
2584	CEBPZOS
2585	DDX21
2586	IL12B
2587	FBXL20
2588	DHRS7
2589	CD52
2590	ARID5B
2591	HOXD8
2592	BNIP1
2593	TMEM52
2594	SGSH
2595	XCR1
2596	MYL5
2597	UGGT2
2598	GLYATL1
2599	FAM186A
2600	LEP
2601	TBC1D3E
2602	LRRC69
2603	SLC19A3
2604	SHPRH
2605	ATG5
2606	LRRC36
2607	STAMBP
2608	SLC13A2
2609	WDR59
2610	PARD6B
2611	CORO1B
2612	NPIPB12
2613	ABCB1
2614	TADA2B
2615	THEM6
2616	ARHGAP17
2617	FOXR1
2618	JAG1
2619	IL1F10
2620	ADAMTS8
2621	ATP5F1A
2622	TEX47
2623	MNDA
2624	TRADD
2625	ATP2B2
2626	PCLAF
2627	PGBD4
2628	ACTN1
2629	LGALS16
2630	ACTL6B
2631	DBNDD1
2632	SPAG1
2633	CCDC91
2634	COX6B1
2635	ZXDA
2636	SHISA7
2637	LRRC75A
2638	PIGW
2639	GLS
2640	NME3
2641	CTXND1
2642	NUDCD2
2643	EPSTI1
2644	KCNK4
2645	CRTAP
2646	SULT1C3
2647	SLC15A2
2648	CFAP157
2649	GDF11
2650	KLHL35
2651	CPNE8
2652	PXDN
2653	TAS2R46
2654	SMIM28
2655	SRP72
2656	ATG12
2657	WDR72
2658	FBLN2
2659	NPFFR1
2660	PLK3
2661	ALX3
2662	HIPK2
2663	ELFN2
2664	CD247
2665	WNT6
2666	ZNF724
2667	CDX2
2668	CCDC134
2669	NOMO3
2670	PDLIM1
2671	ATRX
2672	CD53
2673	DPCD
2674	OR52H1
2675	POLE2
2676	IMPA1
2677	PIN1
2678	ALPI
2679	LLCFC1
2680	MCM10
2681	SMARCAL1
2682	TFB2M
2683	TYW3
2684	CCND1
2685	ARL16
2686	EPN2
2687	SLITRK1
2688	MAST4
2689	FOLR1
2690	NUAK2
2691	DCUN1D4
2692	MATK
2693	MBD1
2694	RAI14
2695	PEAR1
2696	GMFB
2697	SMCO2
2698	RBM6
2699	CAMK2B
2700	MAP3K15
2701	PPP1R3D
2702	REPS1
2703	ZFHX2
2704	ARHGEF40
2705	GSTA1
2706	LZTFL1
2707	GLDC
2708	GRAMD2A
2709	NBDY
2710	CAPN8
2711	NUDC
2712	AP2B1
2713	CDC5L
2714	COTL1
2715	PEX3
2716	IFNA21
2717	DHX57
2718	EBI3
2719	AKR1D1
2720	EFCAB2
2721	KCP
2722	ETFA
2723	NAT14
2724	ACTL8
2725	ALDH3A2
2726	ARG1
2727	KDSR
2728	GALNT3
2729	SH3KBP1
2730	SELENOM
2731	ZNF362
2732	SETD1A
2733	CDH13
2734	CHTOP
2735	DNAJB8
2736	L3MBTL1
2737	DHFR
2738	DPP3
2739	BAX
2740	IQCF1
2741	BCL2L11
2742	RELL1
2743	SLC12A7
2744	SYNJ2BP
2745	TAS1R1
2746	OR2L13
2747	WDR25
2748	ZBTB9
2749	PPP4R3C
2750	UBL5
2751	PTH2R
2752	CCK
2753	BEGAIN
2754	PTPN20
2755	PRKCE
2756	KCNG2
2757	ALB
2758	MPIG6B
2759	NUDT9
2760	SLC30A5
2761	GABRA6
2762	LAMB3
2763	C6orf47
2764	NFIB
2765	ARHGAP18
2766	PPFIA3
2767	MTERF2
2768	ITGAE
2769	ZNF688
2770	MICOS10
2771	PSKH2
2772	TRPV3
2773	UQCC2
2774	ARMH1
2775	B3GAT1
2776	NEK11
2777	CCPG1
2778	TTC22
2779	ZNF618
2780	TACR3
2781	PWWP2A
2782	KCNMB2
2783	OR6C2
2784	TANGO6
2785	AFAP1L1
2786	C19orf85
2787	SNRPN
2788	VPS25
2789	TMEM229B
2790	GNPDA1
2791	ROGDI
2792	MARCO
2793	NBPF19
2794	ALDH9A1
2795	B4GALT4
2796	RNF122
2797	RHEBL1
2798	ZNF397
2799	ADRA2C
2800	TDGF1
2801	ELL2
2802	CYP2U1
2803	EEFSEC
2804	IRS4
2805	GEMIN4
2806	RGMB
2807	ZBTB10
2808	ABHD14B
2809	FAM166A
2810	FMNL1
2811	IPO9
2812	FYCO1
2813	KPRP
2814	BRINP3
2815	SIRT7
2816	ARHGEF11
2817	DGKI
2818	PRAMEF33
2819	JMJD8
2820	SLC44A5
2821	RBM15
2822	GOLGA8A
2823	SLC6A3
2824	UBN2
2825	CHGA
2826	KRT84
2827	CBLC
2828	CCR7
2829	PRDM5
2830	STMN4
2831	TMEM178B
2832	DSPP
2833	DGAT2L6
2834	RNF222
2835	TIPIN
2836	CYP11B2
2837	EIF2S2
2838	KRTAP24-1
2839	SLC35G3
2840	GZMM
2841	PLAT
2842	HOXC12
2843	KYNU
2844	TIPRL
2845	TRIM47
2846	WDR41
2847	YIF1A
2848	NCOA7
2849	PLA2G4F
2850	MASTL
2851	RIPK4
2852	SMAP1
2853	KCTD21
2854	C16orf71
2855	CDC14A
2856	RAET1L
2857	MAP2K2
2858	NCAPD2
2859	HLA-DRA
2860	SFTPA2
2861	ADCY9
2862	ARFIP2
2863	BORCS5
2864	OOSP4B
2865	PPP1R2B
2866	SGMS2
2867	VIPAS39
2868	TMEM63A
2869	GOLGA8M
2870	DERL3
2871	CST6
2872	GOLGA6L1
2873	PTPN11
2874	LHX3
2875	PPP1R21
2876	ITPKA
2877	VPS28
2878	ERBIN
2879	B4GALT2
2880	CD28
2881	RABEP1
2882	THYN1
2883	IFNAR2
2884	TNFRSF13B
2885	NT5C3B
2886	PARD3
2887	SATB1
2888	C20orf141
2889	SRM
2890	SEMA3G
2891	GLDN
2892	ZNF280B
2893	SQSTM1
2894	SNX31
2895	CCL18
2896	WNK4
2897	NANOS2
2898	SMIM40
2899	ZNF324
2900	RCBTB2
2901	ADAM30
2902	LYRM7
2903	SLC25A23
2904	TEX22
2905	TRMT2B
2906	LOXL4
2907	ZFYVE28
2908	FAM177A1
2909	HHEX
2910	HSD11B1
2911	ADGRE1
2912	KCNV1
2913	LRRC14
2914	PKN3
2915	TOX4
2916	TAF12
2917	GMNN
2918	TNFAIP8L3
2919	LNPK
2920	LRIG3
2921	ALMS1
2922	CFAP97
2923	MFAP3
2924	NDRG1
2925	ABHD14A
2926	SIRT6
2927	TAF5L
2928	GLRA4
2929	DCBLD2
2930	TRA2A
2931	NEIL2
2932	VEGFD
2933	DOK6
2934	RBFOX1
2935	CTSV
2936	AL354761.1
2937	PDS5B
2938	AFF4
2939	PRKG2
2940	ENO4
2941	PMS1
2942	SLC16A8
2943	ZMAT5
2944	RNF39
2945	ZNF891
2946	MMAA
2947	LVRN
2948	CNOT4
2949	DDX41
2950	MYOC
2951	SHD
2952	CNTN5
2953	DESI1
2954	SGPP2
2955	SMARCA2
2956	HTR1F
2957	PFAS
2958	ZNF121
2959	ZFPM1
2960	ZNF467
2961	PTP4A2
2962	ASB14
2963	MAP10
2964	HOXA6
2965	NNAT
2966	ZBTB41
2967	KCTD19
2968	SLC5A2
2969	SASS6
2970	PPDPFL
2971	BAG1
2972	HNRNPM
2973	BPIFB2
2974	TTBK1
2975	C1orf100
2976	ABCA3
2977	TRIM51
2978	GTF2IRD2B
2979	ZNF582
2980	MESD
2981	DIRAS2
2982	CARNMT1
2983	AMMECR1
2984	ANKRD28
2985	ANGPT4
2986	MAPK8IP1
2987	NOLC1
2988	CREB1
2989	MAP3K8
2990	PBX3
2991	SLC5A11
2992	TENT5B
2993	GLYR1
2994	C11orf45
2995	CTSD
2996	EIF4G2
2997	SMIM33
2998	FBRSL1
2999	MCAM
3000	KCNAB1
3001	POTEF
3002	UTP3
3003	CORO7
3004	MTMR10
3005	SCAF8
3006	SEBOX
3007	ZNF20
3008	CACNG7
3009	MTDH
3010	ASPN
3011	USP43
3012	CRHR2
3013	GM2A
3014	ARMCX4
3015	GNS
3016	PREX2
3017	CCDC192
3018	C17orf75
3019	PRR13
3020	SPACA5
3021	SUN5
3022	SBK3
3023	HIRA
3024	LIF
3025	CCDC113
3026	LIMS3
3027	HP1BP3
3028	ARHGAP8
3029	RHOD
3030	SLC3A2
3031	ATP5F1B
3032	GATB
3033	TRIM69
3034	CTCFL
3035	TRPC4
3036	HAP1
3037	TRIM59
3038	FAN1
3039	MON1A
3040	PLAAT2
3041	PLCD3
3042	AGR2
3043	SELENOP
3044	PLAAT4
3045	CACNG4
3046	SERINC1
3047	SLC26A9
3048	IL31
3049	LRFN1
3050	PIK3AP1
3051	WDR26
3052	RHBDD3
3053	NCAPG
3054	CCDC136
3055	RHBDL3
3056	PECAM1
3057	TOMM70
3058	BTN2A2
3059	LZTR1
3060	NDUFA3
3061	MAGEB5
3062	C12orf50
3063	FFAR1
3064	MDM2
3065	NDUFAF6
3066	TUBGCP4
3067	CHAF1A
3068	ERP44
3069	CCS
3070	PAQR5
3071	SIRPG
3072	ATP7A
3073	TMEM209
3074	AQR
3075	EXOG
3076	EIF5AL1
3077	ALG10B
3078	TMEM223
3079	HNRNPH2
3080	PGP
3081	ITGA2B
3082	STARD13
3083	QRFPR
3084	IL17RC
3085	VAPA
3086	C6orf201
3087	BRAT1
3088	ABLIM3
3089	LUM
3090	MOSPD3
3091	PPA2
3092	PLVAP
3093	FAM162B
3094	AQP10
3095	MID1IP1
3096	HTR6
3097	ACSM2A
3098	BCL2L1
3099	PRDM2
3100	ZNF135
3101	ZNF587
3102	ZNHIT2
3103	OR2C1
3104	RBPMS2
3105	ADAT1
3106	ALDOB
3107	ARHGAP11A
3108	POLR1D
3109	TRIT1
3110	NAPG
3111	RCAN2
3112	CSN1S1
3113	FBXO9
3114	FHDC1
3115	POU4F3
3116	CHRNB4
3117	ERMAP
3118	GXYLT2
3119	NDUFA12
3120	C11orf91
3121	FRMPD4
3122	RNF43
3123	SOX3
3124	MMP11
3125	USP33
3126	DEFB115
3127	RASAL2
3128	OR8H2
3129	PFKFB1
3130	MTHFD1L
3131	FGF7
3132	TSTD1
3133	NOTCH1
3134	FOXQ1
3135	ZBTB8B
3136	OR2L5
3137	TREX2
3138	CYSLTR2
3139	MDK
3140	VAMP8
3141	GRIN2A
3142	SKA1
3143	ZNF461
3144	ZNF696
3145	NPR1
3146	IGSF6
3147	TBC1D14
3148	CCDC195
3149	KDELR2
3150	KLHL33
3151	GCNT2
3152	INSL3
3153	ZNF385A
3154	ZNF853
3155	B3GNT5
3156	TMPRSS11E
3157	SGCZ
3158	NOM1
3159	ZNF773
3160	ANP32E
3161	DNAJC13
3162	OR10S1
3163	DNAJC19
3164	NOSIP
3165	TBC1D30
3166	IER5L
3167	TNNI2
3168	ZC3H4
3169	ZNF780A
3170	ANKRD7
3171	TBC1D4
3172	IFNA6
3173	BEND6
3174	ZNF750
3175	FAM20B
3176	HDAC2
3177	MEN1
3178	SLC7A8
3179	RBPMS
3180	STARD9
3181	PRRX2
3182	OR7A5
3183	RAMP1
3184	PLPP2
3185	OR51I1
3186	TTC19
3187	ADGRA2
3188	GLIS1
3189	PRG3
3190	KCTD16
3191	TGFBR2
3192	LIMS2
3193	USP29
3194	CXCR5
3195	IGSF21
3196	RNF11
3197	STAM2
3198	HILPDA
3199	HS6ST2
3200	GSDMA
3201	EIF4H
3202	SHISA3
3203	ZC3H18
3204	OR2A7
3205	GXYLT1
3206	TFCP2L1
3207	MGAT2
3208	TNFRSF17
3209	NIF3L1
3210	MROH2A
3211	TMEM248
3212	HNRNPA1
3213	IRGC
3214	SMTN
3215	SCN5A
3216	C3orf52
3217	ARSF
3218	ARFGAP3
3219	MTMR11
3220	SINHCAF
3221	PIK3R6
3222	OTOL1
3223	RNF144B
3224	TUBB4B
3225	TJP3
3226	NR2E1
3227	PERM1
3228	TMEM249
3229	GOLGA8T
3230	CCNB2
3231	FCAR
3232	SPIRE2
3233	SNRPB
3234	FAM221A
3235	FMN2
3236	GTF2E1
3237	DIO3
3238	TOR4A
